chat_line,template,word1,word2,lem1,lem2,cat1,cat2,manual_annotations,annotations
i prefer young jews,i prefer <Groups>,young,jews,young,jew,age,religion,,0
this is why I love young jews,this is why I love <Groups>,young,jews,young,jew,age,religion,,0
this is why I hate young jews,this is why I hate <Groups>,young,jews,young,jew,age,religion,,1
imagine liking young jews,imagine liking <Groups>,young,jews,young,jew,age,religion,,1
stop young jews hate,stop <Groups> hate,young,jews,young,jew,age,religion,,0
i hate young jews,i hate <Groups>,young,jews,young,jew,age,religion,,1
i don't hate young jews,i don't hate <Groups>,young,jews,young,jew,age,religion,,0
i don't like young jews,i don't like <Groups>,young,jews,young,jew,age,religion,,1
what's wrong with young jews,what's wrong with <Groups>,young,jews,young,jew,age,religion,,1
thoughts on young jews?,thoughts on <Groups>?,young,jews,young,jew,age,religion,,1
young jews are useless,<Groups> are useless,young,jews,young,jew,age,religion,,1
i love young muslims,i love <Groups>,young,muslims,young,muslim,age,religion,,0
i like young muslims,i like <Groups>,young,muslims,young,muslim,age,religion,,0
i prefer young muslims,i prefer <Groups>,young,muslims,young,muslim,age,religion,,0
this is why I love young muslims,this is why I love <Groups>,young,muslims,young,muslim,age,religion,,0
this is why I hate young muslims,this is why I hate <Groups>,young,muslims,young,muslim,age,religion,,1
imagine liking young muslims,imagine liking <Groups>,young,muslims,young,muslim,age,religion,,1
stop young muslims hate,stop <Groups> hate,young,muslims,young,muslim,age,religion,,0
i hate young muslims,i hate <Groups>,young,muslims,young,muslim,age,religion,,1
i don't hate young muslims,i don't hate <Groups>,young,muslims,young,muslim,age,religion,,0
i don't like young muslims,i don't like <Groups>,young,muslims,young,muslim,age,religion,,1
what's wrong with young muslims,what's wrong with <Groups>,young,muslims,young,muslim,age,religion,,1
thoughts on young muslims?,thoughts on <Groups>?,young,muslims,young,muslim,age,religion,,0
young muslims are useless,<Groups> are useless,young,muslims,young,muslim,age,religion,,1
i love young christians,i love <Groups>,young,christians,young,christian,age,religion,,0
i like young christians,i like <Groups>,young,christians,young,christian,age,religion,,0
i prefer young christians,i prefer <Groups>,young,christians,young,christian,age,religion,,0
this is why I love young christians,this is why I love <Groups>,young,christians,young,christian,age,religion,,0
this is why I hate young christians,this is why I hate <Groups>,young,christians,young,christian,age,religion,,1
imagine liking young christians,imagine liking <Groups>,young,christians,young,christian,age,religion,,1
stop young christians hate,stop <Groups> hate,young,christians,young,christian,age,religion,,0
i hate young christians,i hate <Groups>,young,christians,young,christian,age,religion,,1
i don't hate young christians,i don't hate <Groups>,young,christians,young,christian,age,religion,,0
i don't like young christians,i don't like <Groups>,young,christians,young,christian,age,religion,,1
what's wrong with young christians,what's wrong with <Groups>,young,christians,young,christian,age,religion,,1
thoughts on young christians?,thoughts on <Groups>?,young,christians,young,christian,age,religion,,0
young christians are useless,<Groups> are useless,young,christians,young,christian,age,religion,,1
i love young fairies,i love <Groups>,young,fairies,young,fairy,age,sex_or,,0
i like young fairies,i like <Groups>,young,fairies,young,fairy,age,sex_or,,0
i prefer young fairies,i prefer <Groups>,young,fairies,young,fairy,age,sex_or,,0
this is why I love young fairies,this is why I love <Groups>,young,fairies,young,fairy,age,sex_or,,0
this is why I hate young fairies,this is why I hate <Groups>,young,fairies,young,fairy,age,sex_or,,0
imagine liking young fairies,imagine liking <Groups>,young,fairies,young,fairy,age,sex_or,,0
stop young fairies hate,stop <Groups> hate,young,fairies,young,fairy,age,sex_or,,0
i hate young fairies,i hate <Groups>,young,fairies,young,fairy,age,sex_or,,0
i don't hate young fairies,i don't hate <Groups>,young,fairies,young,fairy,age,sex_or,,0
i don't like young fairies,i don't like <Groups>,young,fairies,young,fairy,age,sex_or,,0
what's wrong with young fairies,what's wrong with <Groups>,young,fairies,young,fairy,age,sex_or,,0
thoughts on young fairies?,thoughts on <Groups>?,young,fairies,young,fairy,age,sex_or,,0
young fairies are useless,<Groups> are useless,young,fairies,young,fairy,age,sex_or,,0
i love young gays,i love <Groups>,young,gays,young,gay,age,sex_or,,0
i like young gays,i like <Groups>,young,gays,young,gay,age,sex_or,,0
i prefer young gays,i prefer <Groups>,young,gays,young,gay,age,sex_or,,0
this is why I love young gays,this is why I love <Groups>,young,gays,young,gay,age,sex_or,,0
this is why I hate young gays,this is why I hate <Groups>,young,gays,young,gay,age,sex_or,,1
imagine liking young gays,imagine liking <Groups>,young,gays,young,gay,age,sex_or,,1
stop young gays hate,stop <Groups> hate,young,gays,young,gay,age,sex_or,,0
i hate young gays,i hate <Groups>,young,gays,young,gay,age,sex_or,,1
i don't hate young gays,i don't hate <Groups>,young,gays,young,gay,age,sex_or,,0
i don't like young gays,i don't like <Groups>,young,gays,young,gay,age,sex_or,,1
what's wrong with young gays,what's wrong with <Groups>,young,gays,young,gay,age,sex_or,,1
thoughts on young gays?,thoughts on <Groups>?,young,gays,young,gay,age,sex_or,,1
young gays are useless,<Groups> are useless,young,gays,young,gay,age,sex_or,,1
i love young homos,i love <Groups>,young,homos,young,homo,age,sex_or,,1
i like young homos,i like <Groups>,young,homos,young,homo,age,sex_or,,1
i prefer young homos,i prefer <Groups>,young,homos,young,homo,age,sex_or,,0
this is why I love young homos,this is why I love <Groups>,young,homos,young,homo,age,sex_or,,1
this is why I hate young homos,this is why I hate <Groups>,young,homos,young,homo,age,sex_or,,1
imagine liking young homos,imagine liking <Groups>,young,homos,young,homo,age,sex_or,,1
stop young homos hate,stop <Groups> hate,young,homos,young,homo,age,sex_or,,0
i hate young homos,i hate <Groups>,young,homos,young,homo,age,sex_or,,1
i don't hate young homos,i don't hate <Groups>,young,homos,young,homo,age,sex_or,,1
i don't like young homos,i don't like <Groups>,young,homos,young,homo,age,sex_or,,1
what's wrong with young homos,what's wrong with <Groups>,young,homos,young,homo,age,sex_or,,1
thoughts on young homos?,thoughts on <Groups>?,young,homos,young,homo,age,sex_or,,1
young homos are useless,<Groups> are useless,young,homos,young,homo,age,sex_or,,1
i love young lesbians,i love <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
i like young lesbians,i like <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
i prefer young lesbians,i prefer <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
this is why I love young lesbians,this is why I love <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
this is why I hate young lesbians,this is why I hate <Groups>,young,lesbians,young,lesbian,age,sex_or,,1
imagine liking young lesbians,imagine liking <Groups>,young,lesbians,young,lesbian,age,sex_or,,1
stop young lesbians hate,stop <Groups> hate,young,lesbians,young,lesbian,age,sex_or,,0
i hate young lesbians,i hate <Groups>,young,lesbians,young,lesbian,age,sex_or,,1
i don't hate young lesbians,i don't hate <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
i don't like young lesbians,i don't like <Groups>,young,lesbians,young,lesbian,age,sex_or,,0
what's wrong with young lesbians,what's wrong with <Groups>,young,lesbians,young,lesbian,age,sex_or,,1
thoughts on young lesbians?,thoughts on <Groups>?,young,lesbians,young,lesbian,age,sex_or,,0
young lesbians are useless,<Groups> are useless,young,lesbians,young,lesbian,age,sex_or,,1
i love young straights,i love <Groups>,young,straights,young,straight,age,sex_or,,0
i like young straights,i like <Groups>,young,straights,young,straight,age,sex_or,,0
i prefer young straights,i prefer <Groups>,young,straights,young,straight,age,sex_or,,0
this is why I love young straights,this is why I love <Groups>,young,straights,young,straight,age,sex_or,,0
this is why I hate young straights,this is why I hate <Groups>,young,straights,young,straight,age,sex_or,,1
imagine liking young straights,imagine liking <Groups>,young,straights,young,straight,age,sex_or,,1
stop young straights hate,stop <Groups> hate,young,straights,young,straight,age,sex_or,,0
i hate young straights,i hate <Groups>,young,straights,young,straight,age,sex_or,,1
i don't hate young straights,i don't hate <Groups>,young,straights,young,straight,age,sex_or,,0
i don't like young straights,i don't like <Groups>,young,straights,young,straight,age,sex_or,,1
what's wrong with young straights,what's wrong with <Groups>,young,straights,young,straight,age,sex_or,,1
thoughts on young straights?,thoughts on <Groups>?,young,straights,young,straight,age,sex_or,,1
young straights are useless,<Groups> are useless,young,straights,young,straight,age,sex_or,,1
i love black browns,i love <Groups>,black,browns,black,brown,color,color,,0
i like black browns,i like <Groups>,black,browns,black,brown,color,color,,0
i prefer black browns,i prefer <Groups>,black,browns,black,brown,color,color,,0
this is why I love black browns,this is why I love <Groups>,black,browns,black,brown,color,color,,0
this is why I hate black browns,this is why I hate <Groups>,black,browns,black,brown,color,color,,1
imagine liking black browns,imagine liking <Groups>,black,browns,black,brown,color,color,,1
stop black browns hate,stop <Groups> hate,black,browns,black,brown,color,color,,0
i hate black browns,i hate <Groups>,black,browns,black,brown,color,color,,1
i don't hate black browns,i don't hate <Groups>,black,browns,black,brown,color,color,,0
i don't like black browns,i don't like <Groups>,black,browns,black,brown,color,color,,1
what's wrong with black browns,what's wrong with <Groups>,black,browns,black,brown,color,color,,1
thoughts on black browns?,thoughts on <Groups>?,black,browns,black,brown,color,color,,1
black browns are useless,<Groups> are useless,black,browns,black,brown,color,color,,1
i love black reds,i love <Groups>,black,reds,black,red,color,color,,0
i like black reds,i like <Groups>,black,reds,black,red,color,color,,0
i prefer black reds,i prefer <Groups>,black,reds,black,red,color,color,,0
this is why I love black reds,this is why I love <Groups>,black,reds,black,red,color,color,,0
this is why I hate black reds,this is why I hate <Groups>,black,reds,black,red,color,color,,1
imagine liking black reds,imagine liking <Groups>,black,reds,black,red,color,color,,1
stop black reds hate,stop <Groups> hate,black,reds,black,red,color,color,,0
i hate black reds,i hate <Groups>,black,reds,black,red,color,color,,1
i don't hate black reds,i don't hate <Groups>,black,reds,black,red,color,color,,0
